date	tps
1393153253768	0.07684523588977754
1393149653768	2.698280867189169
1393146053768	4.155186505522579
1393142453768	0.7374951150268316
1393138853768	3.230116304475814
1393135253768	4.487320593325421
1393131653768	1.2295820005238056
1393128053768	0.7404986827168614
1393124453768	4.57329272525385
1393120853768	2.056513474090025
1393117253768	2.2365198167972267
1393113653768	2.7015640505123883
1393110053768	3.189567831577733
1393106453768	0.4547146207187325
1393102853768	2.400556008797139
1393099253768	1.7027585196774453
1393095653768	0.23634170764125884
1393092053768	1.668032023590058
1393088453768	2.3998263175599277
1393084853768	3.796962428605184
1393081253768	4.567264226498082
1393077653768	1.7274899897165596
1393074053768	3.5807530290912837
1393070453768	0.7413827034179121
1393066853768	0.5642539053224027
1393063253768	1.9304620614275336
1393059653768	2.9130889708176255
1393056053768	4.11784834577702
1393052453768	1.6331892018206418
1393048853768	2.0667049172334373
1393045253768	4.622931573539972
1393041653768	1.163910663453862
1393038053768	0.7900131260976195
1393034453768	1.0809738095849752
1393030853768	1.7536356626078486
1393027253768	4.7459448291920125
1393023653768	2.5791897426825017
1393020053768	0.6308229919523001
1393016453768	1.9488940201699734
1393012853768	1.4746383565943688
1393009253768	2.391032353043556
1393005653768	4.585294219432399
1393002053768	3.136018890654668
1392998453768	2.0802467106841505
1392994853768	4.937707812059671
1392991253768	4.000848309369758
1392987653768	1.755738586653024
1392984053768	2.504197438247502
1392980453768	0.772167993709445
1392976853768	0.3513158287387341
1392973253768	4.78607737342827
1392969653768	4.100906267995015
1392966053768	4.752281315159053
1392962453768	2.2029346914496273
1392958853768	1.4350131712853909
1392955253768	3.5653617430943996
1392951653768	4.047697394853458
1392948053768	3.7565226980950683
1392944453768	4.052306541707367
1392940853768	2.8054990177042782
1392937253768	1.9100558815989643
1392933653768	2.474097175290808
1392930053768	2.4335429293569177
1392926453768	4.873906685970724
1392922853768	3.615814649965614
1392919253768	4.079774176934734
1392915653768	2.5578148884233087
1392912053768	4.743244196288288
1392908453768	2.2666892188135535
1392904853768	0.17361197504214942
1392901253768	4.116597903193906
1392897653768	2.39755219547078
1392894053768	4.519215390319005
1392890453768	4.436386900488287
1392886853768	3.5748376278206706
1392883253768	0.6640983314719051
1392879653768	4.713885945966467
1392876053768	4.3058028316590935
1392872453768	1.8966691242530942
1392868853768	1.0127955581992865
1392865253768	0.3709226951468736
1392861653768	1.7477218410931528
1392858053768	2.2007598576601595
1392854453768	2.2589458047877997
1392850853768	0.052822576835751534
1392847253768	1.5265658288262784
1392843653768	3.000182283576578
1392840053768	0.39211486582644284
1392836453768	4.866839159512892
1392832853768	2.575669373618439
1392829253768	1.8837897258345038
1392825653768	2.4845073220785707
1392822053768	3.0719334667082876
1392818453768	0.662243397673592
1392814853768	0.41762457112781703
1392811253768	0.8965018985327333
1392807653768	0.32089414075016975
1392804053768	0.43026426108554006
1392800453768	2.2250130702741444
1392796853768	1.2671277415938675
1392793253768	2.2062027011997998
1392789653768	4.7133637219667435
1392786053768	1.3709969737101346
1392782453768	2.1595418674405664
1392778853768	1.8898708571214229
1392775253768	4.24660388729535
1392771653768	2.7582360291853547
1392768053768	4.352861357619986
1392764453768	3.614169298671186
1392760853768	3.1431501265615225
1392757253768	1.6907289531081915
1392753653768	3.0814347264822572
1392750053768	1.917477953247726
1392746453768	1.6144631616771221
1392742853768	4.545518010854721
1392739253768	2.4009230209048837
1392735653768	3.768208180554211
1392732053768	2.1215417562052608
1392728453768	0.4988054314162582
1392724853768	4.418301593977958
1392721253768	4.835585419787094
1392717653768	0.36693209782242775
1392714053768	4.742861472768709
1392710453768	1.079313950613141
1392706853768	4.048376155551523
1392703253768	3.8675613747909665
1392699653768	2.0268936548382044
1392696053768	4.606614058138803
1392692453768	1.9937617948744446
1392688853768	1.9768641039263457
1392685253768	2.799436242785305
1392681653768	1.8929586152080446
1392678053768	0.18993439967744052
1392674453768	0.9599040285684168
1392670853768	1.6791603388264775
